trace_tag,dataset,workload,instructions,nopref_ipc,discard_ipc,permit_ipc,permit_vs_discard_ipc_pct,vberti_end_to_end_issued,vberti_end_to_end_useful,vberti_end_to_end_accuracy_pct,nopref_stlb_demand_miss,discard_stlb_demand_miss,permit_stlb_demand_miss,nopref_stlb_demand_mpki,discard_stlb_demand_mpki,permit_stlb_demand_mpki,demand_miss_reduction_count,demand_miss_reduction_pct,cross_requested,cross_in_pq,pq_drop_rate_pct,cross_pq_drop_rate_pct,dtlb_cross_lookups,dtlb_cross_misses,stlb_cross_lookups,stlb_cross_misses,stlb_cross_fills,stlb_cross_useful,stlb_cross_useless,stlb_cross_late,stlb_cross_too_early,stlb_cross_pollution_evict,cross_requested_mpki,stlb_cross_lookup_mpki,stlb_cross_translation_mpki,stlb_cross_useful_mpki,pq_survival_pct,reach_dtlb_pct_of_requested,reach_stlb_pct_of_requested,trigger_translation_pct_of_requested,useful_pct_of_requested,dtlb_miss_pct_of_lookup,stlb_miss_pct_of_lookup,fill_productivity_pct,stlb_accuracy_pct,stlb_coverage_pct_logged,stlb_too_early_among_useless_pct,stlb_late_among_useful_pct,stlb_pollution_candidate_among_cross_fill_pct,useful_vs_discard_miss_pct,net_reduction_per_useful_pct,too_early_among_useless_pct,pollution_per_fill_pct,late_per_fill_pct
bfs.twitter-163B,gap,bfs,100000003.0,0.2761,0.3102,0.3231,4.158607350096721,,,,309866.0,309866.0,282656.0,3.09866,3.09866,2.82656,27210.0,8.78121510588448,19529206.0,2459923.0,75.1459,87.40390000000001,1724609.0,83231.0,27291.0,27237.0,27237.0,89.0,27148.0,0.0,15.0,10026.0,195.29205414123837,0.27290999181270026,0.27236999182890026,0.0008899999733000007,12.596123979643616,8.830922260741168,0.13974454465788316,0.13946803572044864,0.0004557276931791287,4.826079418581256,99.80213257117731,0.3267613907552227,0.326115,0.0314771,0.05525268896419625,0.0,36.81022139002093,0.02872209277558687,30573.033707865172,0.05525268896419625,36.81022139002093,0.0
bfs.twitter-242B,gap,bfs,100000001.0,0.2159,0.2273,0.2324,2.243730752309725,,,,228179.0,228179.0,203322.0,2.28179,2.28179,2.03322,24857.0,10.893640519066173,15655693.0,3224954.0,65.196,79.4008,2220658.0,52581.0,24956.0,24913.0,24913.0,89.0,24824.0,0.0,10.0,8065.0,156.55692843443072,0.24955999750440003,0.24912999750870002,0.0008899999911000001,20.59924143888105,14.18434814734806,0.1594052719352634,0.1591306114651073,0.0005684832986952414,2.3678117026575003,99.82769674627345,0.3572432063581263,0.356628,0.0437538,0.04028359651949726,0.0,32.372656845823464,0.039004465792206996,27929.213483146064,0.04028359651949726,32.372656845823464,0.0
bfs.twitter-408B,gap,bfs,100000002.0,0.3002,0.3163,0.3252,2.8137843819158848,,,,174957.0,174957.0,149071.0,1.74957,1.74957,1.49071,25886.0,14.795635499008327,22417721.0,2895579.0,75.1016,87.0835,2024045.0,117237.0,26870.0,26261.0,26261.0,178.0,26083.0,0.0,44.0,10081.0,224.1772055164559,0.2686999946260001,0.2626099947478001,0.0017799999644000006,12.9164735344864,9.028772371642951,0.11986053354843695,0.11714393269503176,0.0007940146993532483,5.792213117791353,97.73353181987346,0.6778112029244888,0.6624490000000001,0.11926400000000001,0.16869225165816815,0.0,38.38772323978523,0.10173928450990814,14542.696629213484,0.16869225165816815,38.38772323978523,0.0
bfs.twitter-44B,gap,bfs,100000005.0,0.2681,0.3309,0.3417,3.263825929283759,,,,287352.0,287285.0,261069.0,2.87352,2.87285,2.61069,26216.0,9.125432932453835,7680284.0,2238131.0,57.629,70.8587,1750027.0,163116.0,90670.0,33252.0,33251.0,8073.0,25179.0,0.0,1214.0,30586.0,76.80283615985819,0.9066999546650023,0.33251998337400085,0.0807299959635002,29.14125310991104,22.785967289751262,1.1805553023820474,0.43295273976847726,0.10511330049774201,9.320770479541173,36.67365170398147,24.2789690535623,8.90372,2.99953,4.821478215973629,0.0,91.98520345252774,2.8101014671841553,324.73677691068997,4.821478215973629,91.98520345252774,0.0
bfs.urand-118B,gap,bfs,100000000.0,0.1327,0.1386,0.1386,0.0,,,,4299021.0,4299139.0,4285969.0,42.9902,42.9914,42.8597,13170.0,0.30634040909121574,14483391.0,2531727.0,61.3831,82.5198,1852451.0,54163.0,21880.0,15748.0,15748.0,985.0,14763.0,0.0,285.0,13649.0,144.83391,0.2188,0.15748,0.00985,17.480208882022172,12.790174621399093,0.15106959413026963,0.10873144279540613,0.006800893520032705,2.923856015624705,71.9744058500914,6.254762509525019,4.50183,0.0229767,1.9305019305019304,0.0,86.67132334264669,0.0229115643853339,1337.0558375634519,1.9305019305019304,86.67132334264669,0.0
bfs.urand-161B,gap,bfs,100000002.0,0.1468,0.1876,0.1965,4.744136460554382,,,,1206621.0,1206299.0,1140679.0,12.0662,12.063,11.4068,65620.0,5.439779026592909,10915340.0,2674786.0,55.2485,75.4952,2048548.0,147412.0,73873.0,66795.0,66795.0,6517.0,60278.0,0.0,448.0,65056.0,109.15339781693204,0.7387299852254003,0.6679499866410002,0.06516999869660002,24.504834480648334,18.767605956387985,0.6767814836734357,0.6119369621102045,0.05970496567216413,7.195926090089174,90.4186915381804,9.756718317239315,8.821900000000001,0.568081,0.7432230664587411,0.0,97.39651171494872,0.540247484247272,1006.9050176461562,0.7432230664587411,97.39651171494872,0.0
bfs.urand-356B,gap,bfs,100000003.0,0.1458,0.1517,0.1518,0.06591957811470373,,,,4184784.0,4184869.0,4171723.0,41.8478,41.8487,41.7172,13146.0,0.3141316968344768,14849654.0,2419974.0,62.5581,83.70349999999999,1764431.0,55899.0,21584.0,15657.0,15657.0,1062.0,14595.0,0.0,274.0,13570.0,148.49653554510394,0.21583999352480018,0.15656999530290014,0.010619999681400009,16.296500915105497,11.881967081522573,0.1453501879572413,0.10543680007628461,0.007151681783292728,3.168103484919501,72.53984432913269,6.782908603180686,4.92031,0.0254506,1.8773552586502227,0.0,86.67049881841987,0.02537713844806134,1237.8531073446327,1.8773552586502227,86.67049881841987,0.0
bfs.urand-36B,gap,bfs,100000001.0,0.2289,0.286,0.2994,4.685314685314701,,,,667586.0,667365.0,623793.0,6.67586,6.67365,6.23793,43572.0,6.528960913443169,39171143.0,2648804.0,83.40039999999999,93.2379,1948322.0,126882.0,48495.0,44199.0,44199.0,3292.0,40907.0,0.0,202.0,37322.0,391.71142608288574,0.4849499951505,0.44198999558010005,0.032919999670800004,6.762130990152623,4.973870688430001,0.1238028719253865,0.11283561472791336,0.008404145878510617,6.512373211409613,91.14135477884318,7.448132310685763,6.788329999999999,0.524969,0.49380301659862613,0.0,84.44082445304193,0.4932832857581683,1323.572296476306,0.49380301659862613,84.44082445304193,0.0
bfs.urand-410B,gap,bfs,100000001.0,0.1323,0.169,0.1818,7.573964497041397,,,,452965.0,452912.0,359019.0,4.52965,4.52912,3.59019,93893.0,20.730958773448265,8640411.0,4171104.0,31.2159,51.72560000000001,3142929.0,201633.0,96889.0,94185.0,94185.0,3966.0,90219.0,0.0,76.0,66806.0,86.4041091359589,0.9688899903111001,0.9418499905815001,0.039659999603400005,48.27437028169146,36.374762728300766,1.1213471211033827,1.090052313483699,0.04590059431200669,6.415448774057575,97.2091775124111,4.21086160216595,4.09334,1.0926099999999999,0.08423946175417595,0.0,70.93061527844137,0.87566679619882,2367.4483106404437,0.08423946175417595,70.93061527844137,0.0
bfs.urand-60B,gap,bfs,100000000.0,0.137,0.1767,0.1876,6.168647425014151,,,,641915.0,641818.0,559534.0,6.41915,6.41818,5.59534,82284.0,12.820456889647843,11546145.0,4436709.0,46.076899999999995,61.5741,3345914.0,179076.0,86718.0,82970.0,82970.0,4819.0,78151.0,0.0,141.0,73997.0,115.46145,0.86718,0.8297,0.04819,38.425890199716015,28.978624467300556,0.7510558718949052,0.7185948210420015,0.04173687408221532,5.352080178988461,95.67794460204341,5.808123418102928,5.55709,0.8538979999999999,0.1804199562385638,0.0,89.1852476798843,0.7508359067523815,1707.4911807428925,0.1804199562385638,89.1852476798843,0.0
cc.kron-10B,gap,cc,100000002.0,0.1794,0.1937,0.1954,0.8776458440887813,,,,1175300.0,1175325.0,1143124.0,11.753,11.7532,11.4312,32201.0,2.7397528343224216,6769514.0,1814705.0,55.1048,73.193,1239496.0,48201.0,34765.0,34299.0,34299.0,1001.0,33298.0,0.0,323.0,16585.0,67.69513864609722,0.3476499930470001,0.3429899931402001,0.010009999799800004,26.807020415350348,18.30997025783535,0.5135523761380802,0.5066685732535601,0.014786881303443643,3.8887580113207303,98.65957140802531,2.91845243301554,2.87933,0.0874904,0.9700282299237192,0.0,48.35417942214059,0.08516793227405187,3216.883116883117,0.9700282299237192,48.35417942214059,0.0
cc.kron-17B,gap,cc,100000004.0,0.1385,0.1478,0.1494,1.0825439783491264,,,,1819109.0,1819110.0,1780102.0,18.1911,18.1911,17.801,39008.0,2.1443453117183675,9697329.0,2271000.0,59.7437,76.58120000000001,1710773.0,61152.0,41908.0,41507.0,41507.0,313.0,41194.0,0.0,1189.0,24105.0,96.97328612106855,0.4190799832368007,0.41506998339720064,0.003129999874800005,23.418819759544096,17.641692882648407,0.4321602371127142,0.4280250778332879,0.0032276929038913705,3.574524498574621,99.04314212083611,0.7540896716216542,0.7468739999999999,0.0175802,2.8863426712628053,0.0,58.07454164357819,0.017206216226616312,12462.61980830671,2.8863426712628053,58.07454164357819,0.0
cc.kron-78B,gap,cc,100000001.0,0.139,0.1485,0.1501,1.0774410774410992,,,,1820111.0,1820112.0,1781340.0,18.2011,18.2011,17.8134,38772.0,2.130198581186213,9692799.0,2264027.0,59.821400000000004,76.6422,1705635.0,60629.0,41626.0,41327.0,41327.0,285.0,41042.0,0.0,1141.0,24049.0,96.92798903072011,0.41625999583740003,0.41326999586730007,0.0028499999715000004,23.35782471090136,17.59692943183904,0.429452834005946,0.42636806973919505,0.002940327143893111,3.5546292143395277,99.28169893816364,0.6896217968882329,0.6846679999999999,0.0159966,2.780078943521271,0.0,58.19198102935127,0.015658377066905774,13604.21052631579,2.780078943521271,58.19198102935127,0.0
cc.kron-82B,gap,cc,100000000.0,0.139,0.1399,0.1404,0.3573981415296634,,,,1743343.0,1743343.0,1735760.0,17.4334,17.4334,17.3576,7583.0,0.43496890743818056,12748129.0,2049093.0,66.1326,83.9263,1417322.0,12982.0,7589.0,7589.0,7589.0,9.0,7580.0,0.0,1833.0,6794.0,127.48129,0.07589,0.07589,9e-05,16.0736763802751,11.117882475145962,0.059530304407807606,0.059530304407807606,7.059859529190518e-05,0.9159527616166263,100.0,0.1185926999604691,0.118593,0.000518502,24.182058047493406,0.0,89.52431150349189,0.0005162495274882797,84255.55555555555,24.182058047493406,89.52431150349189,0.0
cc.kron-99B,gap,cc,100000001.0,0.1785,0.1912,0.1939,1.412133891213374,,,,1181618.0,1181654.0,1149606.0,11.8162,11.8165,11.4961,32048.0,2.712130623685106,6749263.0,1810931.0,55.0241,73.16850000000001,1238490.0,48317.0,34917.0,34255.0,34255.0,1277.0,32978.0,0.0,685.0,16561.0,67.49262932507371,0.34916999650830005,0.3425499965745,0.012769999872300002,26.831537013745056,18.350003548535597,0.5173453753395001,0.5075368969915678,0.018920584366026335,3.9012830139928463,98.10407537875533,3.7279229309589845,3.65724,0.110958,2.0771423373157862,0.0,48.34622682820026,0.10806885941231528,2509.6319498825374,2.0771423373157862,48.34622682820026,0.0
cc.twitter-10B,gap,cc,100000001.0,0.4154,0.4203,0.4224,0.49964311206280865,,,,1491150.0,1491163.0,1485016.0,14.9115,14.9116,14.8502,6147.0,0.41222857595044937,11380882.0,1017484.0,76.4339,91.05969999999999,734931.0,12597.0,6232.0,6208.0,6208.0,3512.0,2696.0,0.0,2498.0,5920.0,113.80881886191182,0.06231999937680001,0.06207999937920001,0.035119999648800006,8.940291270922588,6.457592654066706,0.05475849762786399,0.05454761766267325,0.030858768239579323,1.7140384607534582,99.61489088575097,56.572164948453604,56.3543,0.23593799999999998,92.65578635014838,0.0,95.36082474226805,0.2355208652575205,175.02847380410023,92.65578635014838,95.36082474226805,0.0
cc.twitter-15B,gap,cc,100000000.0,0.3534,0.3959,0.4046,2.197524627431191,,,,1663960.0,1663941.0,1617849.0,16.6396,16.6394,16.1785,46092.0,2.7700501399989546,12119111.0,1668795.0,76.7005,86.2301,1307929.0,159147.0,50851.0,48287.0,48287.0,1262.0,47025.0,0.0,248.0,36451.0,121.19111,0.50851,0.48287,0.01262,13.769945666806748,10.792285011664635,0.41959348338339336,0.39843681603378334,0.010413305068333807,12.167862322801925,94.9578179386836,2.613539876157144,2.48176,0.077944,0.5273790536948432,0.0,75.48822664485265,0.07584403533538749,3652.29793977813,0.5273790536948432,75.48822664485265,0.0
cc.twitter-16B,gap,cc,100000005.0,0.4695,0.5192,0.5345,2.9468412942989186,20344768.0,860070.0,4.227475093350782,1147032.0,1147014.0,1118146.0,11.4703,11.4701,11.1815,28868.0,2.5167957845327082,13135824.0,1372832.0,79.79429999999999,89.5489,1065597.0,95469.0,30778.0,29246.0,29246.0,795.0,28451.0,0.0,895.0,21247.0,131.35823343208833,0.30777998461100076,0.29245998537700074,0.00794999960250002,10.451053546393435,8.112144316184503,0.23430581895737945,0.2226430561189005,0.006052151734067083,8.95920315090977,95.02241861069595,2.7183204540791905,2.5830100000000003,0.0710493,3.145759375768866,0.0,72.6492511796485,0.06931040074489064,3631.194968553459,3.145759375768866,72.6492511796485,0.0
cc.twitter-17B,gap,cc,100000000.0,0.369,0.373,0.3749,0.5093833780160928,25563613.0,20768.0,0.08124047254196815,1427002.0,1427011.0,1420597.0,14.27,14.2701,14.206,6414.0,0.44947095712646923,12150502.0,1339846.0,73.138,88.9729,951347.0,14886.0,6469.0,6453.0,6453.0,3916.0,2537.0,0.0,2408.0,6096.0,121.50502,0.06469,0.06453,0.03916,11.027083490048394,7.829692962480069,0.053240598618888337,0.053108916816770206,0.03222912106841347,1.564728747765011,99.75266656361107,60.68495273516194,60.5349,0.274901,94.91525423728814,0.0,94.46768944676894,0.2744197486914957,163.78958120531155,94.91525423728814,94.46768944676894,0.0
