dataset,workload,trace_tag,discard_pgc_ipc,pref_ipc,pref_speedup,ideal_demand_ipc,ideal_demand_speedup,ideal_l1pref_ipc,ideal_l1pref_speedup,ideal_all_ipc,ideal_all_speedup
gap,pr,pr.twitter-833B,0.0281725,0.028177000000000001,1.0001597302333836,0.0328571,1.166282722513089,0.028183900000000001,1.0004046499245718,0.032860599999999997,1.1664069571390538
gap,pr,pr.urand-2209B,0.021533500000000001,0.021530799999999999,0.99987461397357602,0.0248776,1.1552975596164117,0.021515599999999999,0.99916873708407827,0.0248284,1.153012747579353
gap,sssp,sssp.kron-246B,0.181647,0.18216499999999999,1.0028516848612969,0.28854200000000002,1.5884765506724583,0.18227599999999999,1.0034627601887176,0.289746,1.595104791160878
gap,sssp,sssp.road-66B,0.35011599999999998,0.34956900000000002,0.99843766066103812,0.36826999999999999,1.0518513863976511,0.34951300000000002,0.99827771367204021,0.36852000000000001,1.0525654354556777
gap,sssp,sssp.twitter-1116B,0.28516599999999998,0.29244999999999999,1.0255430170497184,0.30428500000000003,1.0670451596613904,0.29067500000000002,1.0193185723403213,0.30466399999999999,1.0683742101091995
gap,sssp,sssp.twitter-792B,0.102493,0.102714,1.0021562448167192,0.147564,1.4397471046803196,0.102613,1.0011708116651867,0.14766699999999999,1.440752051359605
gap,sssp,sssp.twitter-900B,0.33052100000000001,0.33305600000000002,1.0076697093376821,0.37766499999999997,1.1426354149963238,0.33549600000000002,1.0150519936705988,0.38048199999999999,1.1511583227692037
gap,sssp,sssp.urand-3381B,0.16784399999999999,0.16875899999999999,1.0054514906699077,0.26996700000000001,1.6084399799814115,0.16797799999999999,1.0007983603822597,0.27299800000000002,1.6264984151950623
gap,sssp,sssp.urand-3988B,0.174542,0.175957,1.0081069312830149,0.27375300000000002,1.5684076039004939,0.176727,1.0125184769281892,0.27591500000000002,1.5807943073873338
gap,sssp,sssp.urand-4669B,0.170181,0.170181,1,0.25692100000000001,1.5096926213854662,0.17075799999999999,1.0033905077535095,0.25821699999999997,1.5173080426134526
gap,sssp,sssp.urand-4819B,0.166905,0.16788,1.0058416464455828,0.24992900000000001,1.4974326712800696,0.16824600000000001,1.0080345106497708,0.25143799999999999,1.506473742548156
