dataset,workload,trace_tag,baseline_ipc,ideal_demand_ipc,ideal_demand_speedup,ideal_l1pref_ipc,ideal_l1pref_speedup,ideal_all_ipc,ideal_all_speedup
qmm,srv,srv_68_new,1.7417899999999999,1.8597300000000001,1.0677119514981714,1.74173,0.99996555267856635,1.86364,1.0699567686116007
qmm,srv,srv_69_new,1.5045599999999999,1.6044700000000001,1.0664047960865637,1.50509,1.0003522624554688,1.6006400000000001,1.0638592013611954
qmm,srv,srv_6_new,1.8811,2.01708,1.0722874913614375,1.8810800000000001,0.99998936792302384,2.0199099999999999,1.073791930253575
qmm,srv,srv_7_new,1.6998200000000001,1.84043,1.0827205233495312,1.70001,1.0001117765410454,1.8412500000000001,1.0832029273687802
parsec,canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_1250M.length_250M,0.49899500000000002,0.52224499999999996,1.0465936532430182,0.49895,0.99990981873565865,0.52239999999999998,1.0469042775979718
parsec,canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_3000M.length_250M,0.39221200000000001,0.41883900000000002,1.0678893047637503,0.392121,0.99976798262164335,0.41861900000000002,1.0673283836292617
parsec,canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_4500M.length_250M,0.37695699999999999,0.40488800000000003,1.0740959844226265,0.37710700000000003,1.0003979233705702,0.40500199999999997,1.0743984061842597
parsec,canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_4750M.length_250M,0.29843999999999998,0.325575,1.090922798552473,0.29841400000000001,0.99991288031095038,0.32564500000000002,1.091157351561453
parsec,canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_5000M.length_15M,0.29302,0.31967099999999998,1.0909528359838918,0.29294700000000001,0.99975087024776466,0.31942199999999998,1.0901030646372261
parsec,canneal,parsec_2.1.canneal.simlarge.prebuilt.drop_500M.length_250M,0.66023600000000005,0.67859199999999997,1.0278021798266073,0.66045299999999996,1.0003286703542369,0.67946399999999996,1.0291229196832647
xsbench,xsbench_XL100hash,xs.XL100hash-194B,0.21668399999999999,0.33652399999999999,1.5530634472319138,0.21662300000000001,0.99971848405973684,0.336557,1.5532157427405808
