dataset,workload,trace_tag,trace_name,instructions,cycles,ipc,stlb_access,stlb_hit,stlb_miss,stlb_mpki,stlb_miss_rate,llc_access,llc_hit,llc_miss,llc_mpki,llc_miss_rate,demand_data_miss,demand_data_miss_rate,demand_instruction_miss,demand_instruction_miss_rate,l1d_prefetch_miss,l1d_prefetch_miss_rate,l1i_prefetch_miss,l1i_prefetch_miss_rate,other_miss,other_miss_rate
spec06,445.gobmk,445.gobmk-17B,445.gobmk-17B.champsimtrace.xz,50000000,36222163,1.3803700000000001,5998,5998,0,0,0,12136,7899,4237,0.084739999999999996,0.34912700000000002,0,0,0,0,0,0,0,0,0,0
spec06,445.gobmk,445.gobmk-2B,445.gobmk-2B.champsimtrace.xz,50000000,40863270,1.22359,72678,72678,0,0,0,306540,277568,28972,0.57943999999999996,0.094513,0,0,0,0,0,0,0,0,0,0
spec06,445.gobmk,445.gobmk-30B,445.gobmk-30B.champsimtrace.xz,50000001,39638285,1.2614099999999999,22821,22821,0,0,0,67323,37276,30047,0.60094000000000003,0.44631100000000001,0,0,0,0,0,0,0,0,0,0
spec06,445.gobmk,445.gobmk-36B,445.gobmk-36B.champsimtrace.xz,50000001,40745875,1.22712,48711,48711,0,0,0,151293,98598,52695,1.0539000000000001,0.348298,0,0,0,0,0,0,0,0,0,0
spec06,447.dealII,447.dealII-3B,447.dealII-3B.champsimtrace.xz,50000000,26858050,1.86164,4743,4743,0,0,0,1896,28,1868,0.037359999999999997,0.985232,0,0,0,0,0,0,0,0,0,0
spec06,450.soplex,450.soplex-247B,450.soplex-247B.champsimtrace.xz,50000000,70601084,0.70820399999999994,267946,267946,0,0,0,3825201,1424697,2400504,48.010100000000001,0.62755000000000005,0,0,0,0,0,0,0,0,0,0
spec06,450.soplex,450.soplex-92B,450.soplex-92B.champsimtrace.xz,50000005,68962138,0.72503600000000001,266317,266317,0,0,0,2932000,1104371,1827629,36.552599999999998,0.62333899999999998,0,0,0,0,0,0,0,0,0,0
spec06,453.povray,453.povray-252B,453.povray-252B.champsimtrace.xz,50000002,26652006,1.8760300000000001,133740,133740,0,0,0,1783,426,1357,0.027140000000000001,0.761077,0,0,0,0,0,0,0,0,0,0
spec06,453.povray,453.povray-576B,453.povray-576B.champsimtrace.xz,50000000,28568375,1.7501899999999999,138677,138677,0,0,0,5947,3425,2522,0.050439999999999999,0.42407899999999998,0,0,0,0,0,0,0,0,0,0
spec06,453.povray,453.povray-800B,453.povray-800B.champsimtrace.xz,50000002,27724907,1.8034300000000001,131955,131955,0,0,0,4024,1226,2798,0.055960000000000003,0.69532799999999995,0,0,0,0,0,0,0,0,0,0
spec06,453.povray,453.povray-887B,453.povray-887B.champsimtrace.xz,50000000,25630340,1.9508099999999999,173538,173538,0,0,0,1503,45,1458,0.029159999999999998,0.97006000000000003,0,0,0,0,0,0,0,0,0,0
spec06,454.calculix,454.calculix-104B,454.calculix-104B.champsimtrace.xz,50000000,16128752,3.10005,63,63,0,0,0,1711,0,1711,0.03422,1,0,0,0,0,0,0,0,0,0,0
spec06,454.calculix,454.calculix-460B,454.calculix-460B.champsimtrace.xz,50000002,11873464,4.2110700000000003,7949,7949,0,0,0,322457,270137,52320,1.0464,0.16225400000000001,0,0,0,0,0,0,0,0,0,0
spec06,456.hmmer,456.hmmer-191B,456.hmmer-191B.champsimtrace.xz,50000005,15761066,3.1723699999999999,3882,3882,0,0,0,272299,183615,88684,1.7736799999999999,0.32568599999999998,0,0,0,0,0,0,0,0,0,0
spec06,456.hmmer,456.hmmer-327B,456.hmmer-327B.champsimtrace.xz,50000002,15658165,3.1932200000000002,3487,3487,0,0,0,274749,243131,31618,0.63236000000000003,0.11508,0,0,0,0,0,0,0,0,0,0
spec06,456.hmmer,456.hmmer-88B,456.hmmer-88B.champsimtrace.xz,50000001,15566382,3.2120500000000001,3482,3482,0,0,0,273773,91126,182647,3.6529400000000001,0.66714799999999996,0,0,0,0,0,0,0,0,0,0
spec06,458.sjeng,458.sjeng-1088B,458.sjeng-1088B.champsimtrace.xz,50000004,38285177,1.30599,101782,101782,0,0,0,52499,16510,35989,0.71977999999999998,0.68551799999999996,0,0,0,0,0,0,0,0,0,0
spec06,458.sjeng,458.sjeng-283B,458.sjeng-283B.champsimtrace.xz,50000003,37404420,1.33674,80302,80302,0,0,0,61658,17704,43954,0.87907999999999997,0.71286799999999995,0,0,0,0,0,0,0,0,0,0
spec06,458.sjeng,458.sjeng-31B,458.sjeng-31B.champsimtrace.xz,50000000,37780367,1.3234399999999999,81498,81498,0,0,0,52611,15882,36729,0.73458000000000001,0.69812399999999997,0,0,0,0,0,0,0,0,0,0
spec06,458.sjeng,458.sjeng-767B,458.sjeng-767B.champsimtrace.xz,50000000,37362335,1.3382499999999999,98838,98838,0,0,0,59601,16084,43517,0.87034,0.73013899999999998,0,0,0,0,0,0,0,0,0,0
