dataset,workload,num_traces,permit_ipc,cppb_ipc,cppb_ipc_speedup,cppb_ipc_speedup_pct,permit_stlb_demand_mpki,cppb_stlb_demand_mpki,cppb_stlb_pb_demand_mpki,stlb_demand_mpki_reduction,stlb_demand_mpki_reduction_pct,stlb_pb_demand_mpki_reduction,stlb_pb_demand_mpki_reduction_pct
spec17,605.mcf_s,5,0.33132841245125821,0.33120932387132807,0.9996405723884374,-0.035942761156260161,10.932221627277455,10.897705627376215,10.868591628074956,0.03451599990123988,0.31572722432846589,0.063629999202499121,0.58204088219117045
spec17,620.omnetpp_s,2,0.49024391767364139,0.49050686110593805,1.0005363522581667,0.053635225816672794,4.5094949516303009,4.5355399515491008,4.3964199526901009,-0.026044999918799938,-0.57755913241201995,0.11307499894020001,2.5074869836437141
spec17,623.xalancbmk_s,3,0.9388180277333259,0.93876565483250374,0.99994421400178202,-0.0055785998217983135,2.6089166029348023,2.5870366028690692,2.5650199364940023,0.021880000065733096,0.83866230300807532,0.043896666440800036,1.6825630375236988
spec17,649.fotonik3d_s,1,1.1654599999999999,1.1669099999999999,1.0012441439431641,0.12441439431640777,0.012619999369000032,0.38210998471560059,0.0021699999132000036,-0.36948998534660055,-2927.8130255237706,0.010449999455800028,82.805071143423149
gap,bc,11,0.31431245430653199,0.31450066483037997,1.0005988007196955,0.059880071969553583,18.331266114442819,18.33211678026894,18.199752239416057,-0.00085066582612114416,-0.0046405186679976396,0.13151387502676215,0.71742930469568256
gap,bfs,18,0.23152752984759992,0.23161248868099346,1.0003669491634515,0.036694916345147988,9.5406071037278704,9.3527427154340845,9.3267038270639695,0.18786438829378582,1.969103079618284,0.21390327666390085,2.2420300337105514
gap,cc,18,0.37986641491017537,0.38016372490358302,1.0007826698590292,0.078266985902919473,12.220154276702367,12.199838677750826,12.145872568519803,0.020315598951540892,0.16624666507093488,0.074281708182564188,0.60786227817255511
gap,pr,8,0.02956611558492107,0.029562305943120884,0.99987114838304503,-0.012885161695497249,146.34984300327369,146.36803815819928,146.25952441051058,-0.01819515492559276,-0.012432643966131529,0.090318592763111383,0.061714171269111606
gap,sssp,10,0.21375426340469306,0.21380662522635377,1.0002449627007513,0.024496270075125004,52.938719008211002,52.931242198884874,52.820436200075576,0.0074768093261283752,0.014123517656272622,0.11828280813542591,0.22343345353158517
gap,tc,6,0.15662441827996845,0.15688966534578783,1.0016935230708741,0.16935230708741145,14.382401575156235,14.38283990848425,14.314073242033267,-0.00043833332801490599,-0.0030477060852796001,0.068328333122968488,0.47508291828672888
