trace_tag,dataset,workload,Metric,Permit PGC,Discard PGC,No L1D Prefetch,Permit vs Discard Δ%,Permit vs No L1D Prefetch Δ%
429.mcf-184B,spec06,429.mcf,stlb_demand.count,375690,373733,375870,0.523635857684%,-0.0478888977572%
429.mcf-184B,spec06,429.mcf,stlb_prefetch.count,23,0,0,,
429.mcf-184B,spec06,429.mcf,stlb_miss_touch_dram.count,383009,380961,383645,0.537587837075%,-0.165778258546%
429.mcf-184B,spec06,429.mcf,stlb_miss_touch_dram.share,42.12,41.91,42.21,0.50107372942%,-0.213219616205%
429.mcf-192B,spec06,429.mcf,CPU 0 cumulative IPC,0.1197,0.1196,0.1193,0.0836120401338%,0.335289186924%
429.mcf-192B,spec06,429.mcf,Core_0_L1D_demand_MPKI,181.563,181.567,181.575,-0.00220304350461%,-0.00660883932259%
429.mcf-192B,spec06,429.mcf,Core_0_L2C_demand_MPKI,103.583,103.595,103.815,-0.0115835706356%,-0.223474449742%
429.mcf-192B,spec06,429.mcf,Core_0_LLC_demand_MPKI,59.6392,59.7425,59.9972,-0.172908733314%,-0.596694512411%
429.mcf-192B,spec06,429.mcf,Core_0_L1D_prefetch_requested,56582,48529,0,16.5942014053%,
429.mcf-192B,spec06,429.mcf,Core_0_L1D_prefetch_issued,54933,48058,0,14.3056306962%,
429.mcf-192B,spec06,429.mcf,Core_0_L1D_prefetch_useful,524,480,0,9.16666666667%,
429.mcf-192B,spec06,429.mcf,Core_0_L1D_prefetch_useless,5549,5557,0,-0.143962569732%,
429.mcf-192B,spec06,429.mcf,Core_0_L1D_prefetch_late,28,24,0,16.6666666667%,
429.mcf-192B,spec06,429.mcf,Core_0_L1D_prefetch_accuracy,0.00953889,0.00998793,0,-4.49582646254%,
429.mcf-192B,spec06,429.mcf,Core_0_L1D_prefetch_coverage,2.88597e-05,2.64359e-05,0,9.16859270916%,
429.mcf-192B,spec06,429.mcf,Core_0_vBerti_Requested,56582,48529,0,16.5942014053%,
429.mcf-192B,spec06,429.mcf,Core_0_vBerti_Cross_page_prefetch_in_Requested,9228,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_vBerti_Same_page_prefetch_in_Requested,47354,48529,0,-2.421232665%,
429.mcf-192B,spec06,429.mcf,Core_0_vBerti_Cross_page_prefetch_of_Requested,0.163091,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_vBerti_Issued,54933,48058,0,14.3056306962%,
429.mcf-192B,spec06,429.mcf,Core_0_vBerti_Cross_page_prefetch_of_Issued,0.155371,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_vBerti_PQ_Drop_Rate,0.0291435,0.00970554,0,200.276955224%,
429.mcf-192B,spec06,429.mcf,Core_0_vBerti_Cross_page_PQ_Drop_rate,0.0750975,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_demand_mpki,183.781,183.78,183.788,0.000544128849714%,-0.00380873615253%
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_vberti_same_page_prefetch_mpki,0,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_vberti_cross_page_prefetch,7121,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_vberti_cross_page_prefetch_hit,5887,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_vberti_cross_page_prefetch_miss,1234,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_vberti_cross_page_prefetch_mshr_merge,133,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_vberti_cross_page_prefetch_miss_rate,0.17329,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_vberti_cross_page_prefetch_mpki,0.01234,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_issued,7121,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_lookups,7121,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_useful,26,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_useless,1075,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_late,0,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_accuracy,0.00365117,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_coverage,1.41472e-06,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_demand_access,14593133,14592891,14593109,0.00165834172269%,0.00016446118507%
429.mcf-192B,spec06,429.mcf,Core_0_STLB_demand_hit,14311192,14310410,14310620,0.00546455342649%,0.00399703157515%
429.mcf-192B,spec06,429.mcf,Core_0_STLB_demand_miss,281941,282481,282489,-0.191163299479%,-0.193989854472%
429.mcf-192B,spec06,429.mcf,Core_0_STLB_demand_mshr_merge,0,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_demand_miss_rate,0.0193201,0.0193574,0.0193577,-0.192691167202%,-0.194237951823%
429.mcf-192B,spec06,429.mcf,Core_0_STLB_demand_mpki,2.81941,2.82481,2.82489,-0.191163299479%,-0.193989854472%
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_prefetch_access,1101,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_prefetch_hit,410,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_prefetch_miss,691,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_prefetch_mshr_merge,0,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_prefetch_miss_rate,0.627611,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_prefetch_mpki,0.00691,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_same_page_prefetch_mpki,0,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_cross_page_prefetch,1101,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_cross_page_prefetch_hit,410,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_cross_page_prefetch_miss,691,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_cross_page_prefetch_mshr_merge,0,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_cross_page_prefetch_miss_rate,0.627611,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_vberti_cross_page_prefetch_mpki,0.00691,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_cross_page_prefetch_issued,1101,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_cross_page_prefetch_lookups,1101,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_cross_page_prefetch_useful,680,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_cross_page_prefetch_useless,11,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_cross_page_prefetch_late,0,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_cross_page_prefetch_too_early,4,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_cross_page_prefetch_too_early_among_useless,0.363636,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_cross_page_prefetch_pollution_evict,445,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_cross_page_prefetch_pollution_among_prefetch_fill,0.643994,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_cross_page_prefetch_accuracy,0.61762,0,0,,
429.mcf-192B,spec06,429.mcf,Core_0_STLB_cross_page_prefetch_coverage,0.00240605,0,0,,
429.mcf-192B,spec06,429.mcf,DRAM_read_traffic_MPKI,60.7556,60.8336,60.857,-0.128218616028%,-0.166620109437%
429.mcf-192B,spec06,429.mcf,cache_demand.count,5963915,5974254,5999723,-0.173059263968%,-0.596827553539%
429.mcf-192B,spec06,429.mcf,cache_prefetch.count,25899,24428,826,6.02177828721%,3035.47215496%
429.mcf-192B,spec06,429.mcf,stlb_demand.count,85172,84683,85152,0.577447657735%,0.0234874107478%
429.mcf-192B,spec06,429.mcf,stlb_prefetch.count,576,0,0,,
429.mcf-192B,spec06,429.mcf,stlb_miss_touch_dram.count,86335,85305,85772,1.20743215521%,0.656391363149%
429.mcf-192B,spec06,429.mcf,stlb_miss_touch_dram.share,30.55,30.2,30.36,1.15894039735%,0.62582345191%
429.mcf-22B,spec06,429.mcf,CPU 0 cumulative IPC,0.7766,0.7201,0.5491,7.8461324816%,41.4314332544%
429.mcf-22B,spec06,429.mcf,Core_0_L1D_demand_MPKI,26.0677,27.0101,38.8565,-3.48906520154%,-32.912897456%
429.mcf-22B,spec06,429.mcf,Core_0_L2C_demand_MPKI,16.4486,17.4653,21.4043,-5.82125700675%,-23.1528244325%
429.mcf-22B,spec06,429.mcf,Core_0_LLC_demand_MPKI,15.8406,16.8536,20.3719,-6.01058527555%,-22.2428933973%
429.mcf-22B,spec06,429.mcf,Core_0_L1D_prefetch_requested,15123544,8305423,0,82.0923991469%,
429.mcf-22B,spec06,429.mcf,Core_0_L1D_prefetch_issued,6320967,5637656,0,12.1204805685%,
429.mcf-22B,spec06,429.mcf,Core_0_L1D_prefetch_useful,1229159,1122521,0,9.49986681764%,
429.mcf-22B,spec06,429.mcf,Core_0_L1D_prefetch_useless,65083,29903,0,117.647058824%,
429.mcf-22B,spec06,429.mcf,Core_0_L1D_prefetch_late,79169,51074,0,55.0084191565%,
429.mcf-22B,spec06,429.mcf,Core_0_L1D_prefetch_accuracy,0.194457,0.199111,0,-2.3373896972%,
429.mcf-22B,spec06,429.mcf,Core_0_L1D_prefetch_coverage,0.320433,0.293582,0,9.14599668917%,
429.mcf-22B,spec06,429.mcf,Core_0_vBerti_Requested,15123544,8305423,0,82.0923991469%,
429.mcf-22B,spec06,429.mcf,Core_0_vBerti_Cross_page_prefetch_in_Requested,6839986,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_vBerti_Same_page_prefetch_in_Requested,8283558,8305423,0,-0.263261726706%,
429.mcf-22B,spec06,429.mcf,Core_0_vBerti_Cross_page_prefetch_of_Requested,0.452274,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_vBerti_Issued,6320967,5637656,0,12.1204805685%,
429.mcf-22B,spec06,429.mcf,Core_0_vBerti_Cross_page_prefetch_of_Issued,0.338924,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_vBerti_PQ_Drop_Rate,0.582045,0.321208,0,81.2050135738%,
429.mcf-22B,spec06,429.mcf,Core_0_vBerti_Cross_page_PQ_Drop_rate,0.686794,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_demand_mpki,11.5781,11.6028,11.6528,-0.21287964974%,-0.641047645201%
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_vberti_same_page_prefetch_mpki,0.00244,0.00359,0,-32.0334261838%,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_vberti_cross_page_prefetch,1631801,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_vberti_cross_page_prefetch_hit,1559794,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_vberti_cross_page_prefetch_miss,72007,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_vberti_cross_page_prefetch_mshr_merge,31359,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_vberti_cross_page_prefetch_miss_rate,0.0441273,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_vberti_cross_page_prefetch_mpki,0.72007,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_issued,1631801,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_lookups,1631801,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_useful,28852,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_useless,11796,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_late,112,0,0,,
429.mcf-22B,spec06,429.mcf,Core_0_DTLB_cross_page_prefetch_accuracy,0.0176811,0,0,,
